      0: system.pc.south_bridge.cmos.rtc: Real-time clock set to Sun Jan  1 00:00:00 2012
  3635730782530   7        Seq                Done       >       [0x1118768, line 0x1118740] 2 cycles
  3635730782530   7    L0Cache              Ifetch      S>S      [0x1118740, line 0x1118740] 
  3635730782530   1        Seq                Done       >       [0x111dfb0, line 0x111df80] 2 cycles
  3635730782530   1    L0Cache              Ifetch      S>S      [0x111df80, line 0x111df80] 
  3635730782915   7        Seq               Begin       >       [0x1118770, line 0x1118740] IFETCH
  3635730782915   1        Seq               Begin       >       [0x111dfb0, line 0x111df80] IFETCH
  3635730782915   2        Seq                Done       >       [0x113ea48, line 0x113ea40] 2 cycles
  3635730782915   2    L0Cache              Ifetch      S>S      [0x113ea40, line 0x113ea40] 
  3635730783000   5  Directory        Last_Unblock     SS>S      [0x2356974c0, line 0x2356974c0] 
  3635730783300   2        Seq               Begin       >       [0x113ea50, line 0x113ea40] IFETCH
  3635730783300   3        Seq                Done       >       [0x1124fa0, line 0x1124f80] 2 cycles
  3635730783300   3    L0Cache              Ifetch      S>S      [0x1124f80, line 0x1124f80] 
  3635730783300   5        Seq                Done       >       [0x111db68, line 0x111db40] 2 cycles
  3635730783300   5    L0Cache              Ifetch      S>S      [0x111db40, line 0x111db40] 
  3635730783300   4        Seq                Done       >       [0x235615df0, line 0x235615dc0] 803 cycles
  3635730783300   4    L0Cache      Exclusive_Data     SM>M_W    [0x235615dc0, line 0x235615dc0] 
  3635730783300   6        Seq                Done       >       [0x2382f2238, line 0x2382f2200] 840 cycles
  3635730783300   6    L0Cache                Data     IS>S      [0x2382f2200, line 0x2382f2200] 
  3635730783685   3        Seq               Begin       >       [0x23568ad78, line 0x23568ad40] ST
  3635730783685   5        Seq               Begin       >       [0x2382f44d8, line 0x2382f44c0] LD
  3635730783685   4        Seq               Begin       >       [0x111daf0, line 0x111dac0] IFETCH
  3635730783685   6        Seq               Begin       >       [0x111db58, line 0x111db40] IFETCH
  3635730783685   1        Seq                Done       >       [0x111dfb0, line 0x111df80] 2 cycles
  3635730783685   1    L0Cache              Ifetch      S>S      [0x111df80, line 0x111df80] 
  3635730783685   7        Seq                Done       >       [0x1118770, line 0x1118740] 2 cycles
  3635730783685   7    L0Cache              Ifetch      S>S      [0x1118740, line 0x1118740] 
  3635730784000   1  Directory             Unblock     IS>S      [0x2382f44c0, line 0x2382f44c0] 
  3635730784070   1        Seq               Begin       >       [0x111dfb0, line 0x111df80] IFETCH
  3635730784070   7        Seq               Begin       >       [0x1118770, line 0x1118740] IFETCH
  3635730784070   2        Seq                Done       >       [0x113ea50, line 0x113ea40] 2 cycles
  3635730784070   2    L0Cache              Ifetch      S>S      [0x113ea40, line 0x113ea40] 
  3635730784455   2        Seq               Begin       >       [0x113ead8, line 0x113eac0] IFETCH
  3635730784455   6        Seq                Done       >       [0x111db58, line 0x111db40] 2 cycles
  3635730784455   6    L0Cache              Ifetch      S>S      [0x111db40, line 0x111db40] 
  3635730784455   4        Seq                Done       >       [0x111daf0, line 0x111dac0] 2 cycles
  3635730784455   4    L0Cache              Ifetch      S>S      [0x111dac0, line 0x111dac0] 
  3635730784455   5        Seq                Done       >       [0x2382f44d8, line 0x2382f44c0] 2 cycles
  3635730784455   5    L0Cache                Load      S>S      [0x2382f44c0, line 0x2382f44c0] 
  3635730784455   3        Seq                Done       >       [0x23568ad78, line 0x23568ad40] 2 cycles
  3635730784455   3    L0Cache               Store      M>M      [0x23568ad40, line 0x23568ad40] 
  3635730784840   6        Seq               Begin       >       [0x111db58, line 0x111db40] IFETCH
  3635730784840   4        Seq               Begin       >       [0x111db18, line 0x111db00] IFETCH
  3635730784840   5        Seq               Begin       >       [0x111db68, line 0x111db40] IFETCH
  3635730784840   3        Seq               Begin       >       [0x1524400, line 0x1524400] IFETCH
  3635730784840   7        Seq                Done       >       [0x1118770, line 0x1118740] 2 cycles
  3635730784840   7    L0Cache              Ifetch      S>S      [0x1118740, line 0x1118740] 
  3635730784840   1        Seq                Done       >       [0x111dfb0, line 0x111df80] 2 cycles
  3635730784840   1    L0Cache              Ifetch      S>S      [0x111df80, line 0x111df80] 
  3635730785000   7    L2Cache             Unblock    IGS>ILS    [0x2355c8bc0, line 0x2355c8bc0] 
  3635730785225   7        Seq               Begin       >       [0x1118770, line 0x1118740] IFETCH
  3635730785225   1        Seq               Begin       >       [0x111dfb8, line 0x111df80] IFETCH
  3635730785225   2        Seq                Done       >       [0x113ead8, line 0x113eac0] 2 cycles
  3635730785225   2    L0Cache              Ifetch      S>S      [0x113eac0, line 0x113eac0] 
  3635730785610   2        Seq               Begin       >       [0x237ea83a0, line 0x237ea8380] LD
  3635730785610   3        Seq                Done       >       [0x1524400, line 0x1524400] 2 cycles
  3635730785610   3    L0Cache              Ifetch      S>S      [0x1524400, line 0x1524400] 
  3635730785610   5        Seq                Done       >       [0x111db68, line 0x111db40] 2 cycles
  3635730785610   5    L0Cache              Ifetch      S>S      [0x111db40, line 0x111db40] 
  3635730785610   4        Seq                Done       >       [0x111db18, line 0x111db00] 2 cycles
  3635730785610   4    L0Cache              Ifetch      S>S      [0x111db00, line 0x111db00] 
  3635730785610   6        Seq                Done       >       [0x111db58, line 0x111db40] 2 cycles
  3635730785610   6    L0Cache              Ifetch      S>S      [0x111db40, line 0x111db40] 
  3635730785995   3        Seq               Begin       >       [0x23568ad70, line 0x23568ad40] ST
  3635730785995   5        Seq               Begin       >       [0x111dba8, line 0x111db80] IFETCH
  3635730785995   4        Seq               Begin       >       [0x111db20, line 0x111db00] IFETCH
  3635730785995   6        Seq               Begin       >       [0x111db60, line 0x111db40] IFETCH
  3635730785995   1        Seq                Done       >       [0x111dfb8, line 0x111df80] 2 cycles
  3635730785995   1    L0Cache              Ifetch      S>S      [0x111df80, line 0x111df80] 
  3635730785995   7        Seq                Done       >       [0x1118770, line 0x1118740] 2 cycles
  3635730785995   7    L0Cache              Ifetch      S>S      [0x1118740, line 0x1118740] 
  3635730786380   1        Seq               Begin       >       [0x2355c8bd2, line 0x2355c8bc0] LD
  3635730786380   7        Seq               Begin       >       [0x1118770, line 0x1118740] IFETCH
  3635730786380   2        Seq                Done       >       [0x237ea83a0, line 0x237ea8380] 2 cycles
  3635730786380   2    L0Cache                Load    E_W>E_W    [0x237ea8380, line 0x237ea8380] 
  3635730786765   2        Seq               Begin       >       [0x113ead8, line 0x113eac0] IFETCH
  3635730786765   6        Seq                Done       >       [0x111db60, line 0x111db40] 2 cycles
  3635730786765   6    L0Cache              Ifetch      S>S      [0x111db40, line 0x111db40] 
  3635730786765   4        Seq                Done       >       [0x111db20, line 0x111db00] 2 cycles
  3635730786765   4    L0Cache              Ifetch      S>S      [0x111db00, line 0x111db00] 
  3635730786765   5        Seq                Done       >       [0x111dba8, line 0x111db80] 2 cycles
  3635730786765   5    L0Cache              Ifetch      S>S      [0x111db80, line 0x111db80] 
  3635730786765   3        Seq                Done       >       [0x23568ad70, line 0x23568ad40] 2 cycles
  3635730786765   3    L0Cache               Store      M>M      [0x23568ad40, line 0x23568ad40] 
  3635730787000   7    L2Cache   Exclusive_Unblock  IGMOU>ILX    [0x235615dc0, line 0x235615dc0] 
  3635730787150   6        Seq               Begin       >       [0x111db60, line 0x111db40] IFETCH
  3635730787150   4        Seq               Begin       >       [0x235612df8, line 0x235612dc0] LD
  3635730787150   5        Seq               Begin       >       [0x111dbb0, line 0x111db80] IFETCH
  3635730787150   3        Seq               Begin       >       [0x1524400, line 0x1524400] IFETCH
  3635730787150   7        Seq                Done       >       [0x1118770, line 0x1118740] 2 cycles
  3635730787150   7    L0Cache              Ifetch      S>S      [0x1118740, line 0x1118740] 
  3635730787150   1        Seq                Done       >       [0x2355c8bd2, line 0x2355c8bc0] 2 cycles
  3635730787150   1    L0Cache                Load      S>S      [0x2355c8bc0, line 0x2355c8bc0] 
  3635730787535   7        Seq               Begin       >       [0x1118778, line 0x1118740] IFETCH
  3635730787535   1        Seq               Begin       >       [0x111dfb8, line 0x111df80] IFETCH
  3635730787535   2        Seq                Done       >       [0x113ead8, line 0x113eac0] 2 cycles
  3635730787535   2    L0Cache              Ifetch      S>S      [0x113eac0, line 0x113eac0] 
  3635730787920   2        Seq               Begin       >       [0x113eae0, line 0x113eac0] IFETCH
  3635730787920   3        Seq                Done       >       [0x1524400, line 0x1524400] 2 cycles
  3635730787920   3    L0Cache              Ifetch      S>S      [0x1524400, line 0x1524400] 
  3635730787920   5        Seq                Done       >       [0x111dbb0, line 0x111db80] 2 cycles
  3635730787920   5    L0Cache              Ifetch      S>S      [0x111db80, line 0x111db80] 
  3635730787920   4        Seq                Done       >       [0x235612df8, line 0x235612dc0] 2 cycles
  3635730787920   4    L0Cache                Load      M>M      [0x235612dc0, line 0x235612dc0] 
  3635730787920   6        Seq                Done       >       [0x111db60, line 0x111db40] 2 cycles
  3635730787920   6    L0Cache              Ifetch      S>S      [0x111db40, line 0x111db40] 
  3635730788000   0    L2Cache             Unblock    IGS>ILS    [0x2382f2200, line 0x2382f2200] 
  3635730788305   3        Seq               Begin       >       [0x1524400, line 0x1524400] IFETCH
  3635730788305   5        Seq               Begin       >       [0x2382f44c8, line 0x2382f44c0] LD
  3635730788305   4        Seq               Begin       >       [0x111db20, line 0x111db00] IFETCH
  3635730788305   6        Seq               Begin       >       [0x111db60, line 0x111db40] IFETCH
  3635730788305   1        Seq                Done       >       [0x111dfb8, line 0x111df80] 2 cycles
  3635730788305   1    L0Cache              Ifetch      S>S      [0x111df80, line 0x111df80] 
  3635730788305   7        Seq                Done       >       [0x1118778, line 0x1118740] 2 cycles
  3635730788305   7    L0Cache              Ifetch      S>S      [0x1118740, line 0x1118740] 
  3635730788690   1        Seq               Begin       >       [0x111e008, line 0x111e000] IFETCH
  3635730788690   7        Seq               Begin       >       [0x2355b26e0, line 0x2355b26c0] LD
  3635730788690   2        Seq                Done       >       [0x113eae0, line 0x113eac0] 2 cycles
  3635730788690   2    L0Cache              Ifetch      S>S      [0x113eac0, line 0x113eac0] 
  3635730789000   3  Directory   Exclusive_Unblock     MM>M      [0x235567980, line 0x235567980] 
  3635730789075   2        Seq               Begin       >       [0x113eae0, line 0x113eac0] IFETCH
  3635730789075   6        Seq                Done       >       [0x111db60, line 0x111db40] 2 cycles
  3635730789075   6    L0Cache              Ifetch      S>S      [0x111db40, line 0x111db40] 
  3635730789075   4        Seq                Done       >       [0x111db20, line 0x111db00] 2 cycles
  3635730789075   4    L0Cache              Ifetch      S>S      [0x111db00, line 0x111db00] 
  3635730789075   5        Seq                Done       >       [0x2382f44c8, line 0x2382f44c0] 2 cycles
  3635730789075   5    L0Cache                Load      S>S      [0x2382f44c0, line 0x2382f44c0] 
  3635730789075   3        Seq                Done       >       [0x1524400, line 0x1524400] 2 cycles
  3635730789075   3    L0Cache              Ifetch      S>S      [0x1524400, line 0x1524400] 
  3635730789460   6        Seq               Begin       >       [0x111db68, line 0x111db40] IFETCH
  3635730789460   4        Seq               Begin       >       [0x111db20, line 0x111db00] IFETCH
  3635730789460   5        Seq               Begin       >       [0x111dbb0, line 0x111db80] IFETCH
  3635730789460   3        Seq               Begin       >       [0x1524408, line 0x1524400] IFETCH
  3635730789460   7    L0Cache                Load      I>IS     [0x2355b26c0, line 0x2355b26c0] 
  3635730789460   1        Seq                Done       >       [0x111e008, line 0x111e000] 2 cycles
  3635730789460   1    L0Cache              Ifetch      S>S      [0x111e000, line 0x111e000] 
  3635730789845   1        Seq               Begin       >       [0x111e008, line 0x111e000] IFETCH
  3635730789845   2        Seq                Done       >       [0x113eae0, line 0x113eac0] 2 cycles
  3635730789845   2    L0Cache              Ifetch      S>S      [0x113eac0, line 0x113eac0] 
  3635730790230   2        Seq               Begin       >       [0x237ea83a0, line 0x237ea8380] ST
  3635730790230   3        Seq                Done       >       [0x1524408, line 0x1524400] 2 cycles
  3635730790230   3    L0Cache              Ifetch      S>S      [0x1524400, line 0x1524400] 
  3635730790230   5        Seq                Done       >       [0x111dbb0, line 0x111db80] 2 cycles
  3635730790230   5    L0Cache              Ifetch      S>S      [0x111db80, line 0x111db80] 
  3635730790230   4        Seq                Done       >       [0x111db20, line 0x111db00] 2 cycles
  3635730790230   4    L0Cache              Ifetch      S>S      [0x111db00, line 0x111db00] 
  3635730790230   6        Seq                Done       >       [0x111db68, line 0x111db40] 2 cycles
  3635730790230   6    L0Cache              Ifetch      S>S      [0x111db40, line 0x111db40] 
  3635730790615   3        Seq               Begin       >       [0x23568ad68, line 0x23568ad40] ST
  3635730790615   5        Seq               Begin       >       [0x111dbb0, line 0x111db80] IFETCH
  3635730790615   4        Seq               Begin       >       [0x111db28, line 0x111db00] IFETCH
  3635730790615   6        Seq               Begin       >       [0x2382f2248, line 0x2382f2240] LD
  3635730790615   1        Seq                Done       >       [0x111e008, line 0x111e000] 2 cycles
  3635730790615   1    L0Cache              Ifetch      S>S      [0x111e000, line 0x111e000] 
  3635730791000   1        Seq               Begin       >       [0x111e010, line 0x111e000] IFETCH
  3635730791000   2        Seq                Done       >       [0x237ea83a0, line 0x237ea8380] 2 cycles
  3635730791000   2    L0Cache               Store    E_W>M_W    [0x237ea8380, line 0x237ea8380] 
  3635730791000   7    L1Cache                Load      I>IS     [0x2355b26c0, line 0x2355b26c0] 
  3635730791385   2        Seq               Begin       >       [0x113eae0, line 0x113eac0] IFETCH
  3635730791385   6        Seq                Done       >       [0x2382f2248, line 0x2382f2240] 2 cycles
  3635730791385   6    L0Cache                Load      S>S      [0x2382f2240, line 0x2382f2240] 
  3635730791385   4        Seq                Done       >       [0x111db28, line 0x111db00] 2 cycles
  3635730791385   4    L0Cache              Ifetch      S>S      [0x111db00, line 0x111db00] 
  3635730791385   5        Seq                Done       >       [0x111dbb0, line 0x111db80] 2 cycles
  3635730791385   5    L0Cache              Ifetch      S>S      [0x111db80, line 0x111db80] 
  3635730791385   3        Seq                Done       >       [0x23568ad68, line 0x23568ad40] 2 cycles
  3635730791385   3    L0Cache               Store      M>M      [0x23568ad40, line 0x23568ad40] 
  3635730791770   6        Seq               Begin       >       [0x111db68, line 0x111db40] IFETCH
  3635730791770   4        Seq               Begin       >       [0x235612df8, line 0x235612dc0] LD
  3635730791770   5        Seq               Begin       >       [0x111dbb0, line 0x111db80] IFETCH
  3635730791770   3        Seq               Begin       >       [0x1522a90, line 0x1522a80] IFETCH
  3635730791770   2    L0Cache         Use_Timeout    M_W>M      [0x237ea8380, line 0x237ea8380] 
  3635730791770   1        Seq                Done       >       [0x111e010, line 0x111e000] 2 cycles
  3635730791770   1    L0Cache              Ifetch      S>S      [0x111e000, line 0x111e000] 
  3635730792000   2  Directory             Unblock     IS>S      [0x2355c8bc0, line 0x2355c8bc0] 
  3635730792155   1        Seq               Begin       >       [0x111e010, line 0x111e000] IFETCH
  3635730792155   2        Seq                Done       >       [0x113eae0, line 0x113eac0] 2 cycles
  3635730792155   2    L0Cache              Ifetch      S>S      [0x113eac0, line 0x113eac0] 
  3635730792540   2        Seq               Begin       >       [0x113eae8, line 0x113eac0] IFETCH
  3635730792540   3        Seq                Done       >       [0x1522a90, line 0x1522a80] 2 cycles
  3635730792540   3    L0Cache              Ifetch      S>S      [0x1522a80, line 0x1522a80] 
  3635730792540   5        Seq                Done       >       [0x111dbb0, line 0x111db80] 2 cycles
  3635730792540   5    L0Cache              Ifetch      S>S      [0x111db80, line 0x111db80] 
  3635730792540   4        Seq                Done       >       [0x235612df8, line 0x235612dc0] 2 cycles
  3635730792540   4    L0Cache                Load      M>M      [0x235612dc0, line 0x235612dc0] 
  3635730792540   6        Seq                Done       >       [0x111db68, line 0x111db40] 2 cycles
  3635730792540   6    L0Cache              Ifetch      S>S      [0x111db40, line 0x111db40] 
  3635730792925   3        Seq               Begin       >       [0x23568ad60, line 0x23568ad40] ST
  3635730792925   5        Seq               Begin       >       [0x111dbb8, line 0x111db80] IFETCH
  3635730792925   4        Seq               Begin       >       [0x111db28, line 0x111db00] IFETCH
  3635730792925   6        Seq               Begin       >       [0x111dba8, line 0x111db80] IFETCH
  3635730792925   1        Seq                Done       >       [0x111e010, line 0x111e000] 2 cycles
  3635730792925   1    L0Cache              Ifetch      S>S      [0x111e000, line 0x111e000] 
  3635730793000   2  Directory             Unblock     IS>S      [0x2382f2200, line 0x2382f2200] 
  3635730793310   1        Seq               Begin       >       [0x111e010, line 0x111e000] IFETCH
  3635730793310   2        Seq                Done       >       [0x113eae8, line 0x113eac0] 2 cycles
  3635730793310   2    L0Cache              Ifetch      S>S      [0x113eac0, line 0x113eac0] 
  3635730793695   2        Seq               Begin       >       [0x237ea8408, line 0x237ea8400] ST
  3635730793695   6        Seq                Done       >       [0x111dba8, line 0x111db80] 2 cycles
  3635730793695   6    L0Cache              Ifetch      S>S      [0x111db80, line 0x111db80] 
  3635730793695   4        Seq                Done       >       [0x111db28, line 0x111db00] 2 cycles
  3635730793695   4    L0Cache              Ifetch      S>S      [0x111db00, line 0x111db00] 
  3635730793695   5        Seq                Done       >       [0x111dbb8, line 0x111db80] 2 cycles
  3635730793695   5    L0Cache              Ifetch      S>S      [0x111db80, line 0x111db80] 
  3635730793695   3        Seq                Done       >       [0x23568ad60, line 0x23568ad40] 2 cycles
  3635730793695   3    L0Cache               Store      M>M      [0x23568ad40, line 0x23568ad40] 
  3635730794000   1  Directory   Exclusive_Unblock     MM>M      [0x235615dc0, line 0x235615dc0] 
  3635730794080   6        Seq               Begin       >       [0x111dbb0, line 0x111db80] IFETCH
  3635730794080   4        Seq               Begin       >       [0x111db30, line 0x111db00] IFETCH
  3635730794080   5        Seq               Begin       >       [0x2382f44d8, line 0x2382f44c0] LD
  3635730794080   3        Seq               Begin       >       [0x1522a90, line 0x1522a80] IFETCH
  3635730794080   1        Seq                Done       >       [0x111e010, line 0x111e000] 2 cycles
  3635730794080   1    L0Cache              Ifetch      S>S      [0x111e000, line 0x111e000] 
  3635730794465   1        Seq               Begin       >       [0x111e018, line 0x111e000] IFETCH
  3635730794465   2    L0Cache      L0_Replacement      S>I      [0x235552400, line 0x235552400] 
  3635730794465   2    L0Cache               Store      I>IM     [0x237ea8400, line 0x237ea8400] 
  3635730794850   3        Seq                Done       >       [0x1522a90, line 0x1522a80] 2 cycles
  3635730794850   3    L0Cache              Ifetch      S>S      [0x1522a80, line 0x1522a80] 
  3635730794850   5        Seq                Done       >       [0x2382f44d8, line 0x2382f44c0] 2 cycles
  3635730794850   5    L0Cache                Load      S>S      [0x2382f44c0, line 0x2382f44c0] 
  3635730794850   4        Seq                Done       >       [0x111db30, line 0x111db00] 2 cycles
  3635730794850   4    L0Cache              Ifetch      S>S      [0x111db00, line 0x111db00] 
  3635730794850   6        Seq                Done       >       [0x111dbb0, line 0x111db80] 2 cycles
  3635730794850   6    L0Cache              Ifetch      S>S      [0x111db80, line 0x111db80] 
  3635730795235   3        Seq               Begin       >       [0x1522a98, line 0x1522a80] IFETCH
  3635730795235   5        Seq               Begin       >       [0x111dbc0, line 0x111dbc0] IFETCH
  3635730795235   4        Seq               Begin       >       [0x235612df8, line 0x235612dc0] ST
  3635730795235   6        Seq               Begin       >       [0x2382f2238, line 0x2382f2200] LD
  3635730795235   1        Seq                Done       >       [0x111e018, line 0x111e000] 2 cycles
  3635730795235   1    L0Cache              Ifetch      S>S      [0x111e000, line 0x111e000] 
  3635730795620   1        Seq               Begin       >       [0x111e018, line 0x111e000] IFETCH
  3635730796005   6        Seq                Done       >       [0x2382f2238, line 0x2382f2200] 2 cycles
  3635730796005   6    L0Cache                Load      S>S      [0x2382f2200, line 0x2382f2200] 
  3635730796005   4        Seq                Done       >       [0x235612df8, line 0x235612dc0] 2 cycles
  3635730796005   4    L0Cache               Store      M>M      [0x235612dc0, line 0x235612dc0] 
  3635730796005   5        Seq                Done       >       [0x111dbc0, line 0x111dbc0] 2 cycles
  3635730796005   5    L0Cache              Ifetch      S>S      [0x111dbc0, line 0x111dbc0] 
  3635730796005   3        Seq                Done       >       [0x1522a98, line 0x1522a80] 2 cycles
  3635730796005   3    L0Cache              Ifetch      S>S      [0x1522a80, line 0x1522a80] 
  3635730796390   6        Seq               Begin       >       [0x111dbb0, line 0x111db80] IFETCH
  3635730796390   4        Seq               Begin       >       [0x111db30, line 0x111db00] IFETCH
  3635730796390   5        Seq               Begin       >       [0x111dbc0, line 0x111dbc0] IFETCH
  3635730796390   3        Seq               Begin       >       [0x1522a98, line 0x1522a80] IFETCH
  3635730796390   1        Seq                Done       >       [0x111e018, line 0x111e000] 2 cycles
  3635730796390   1    L0Cache              Ifetch      S>S      [0x111e000, line 0x111e000] 
  3635730796500   2    L1Cache   L0_Invalidate_Own      S>S_IL0  [0x235548400, line 0x235548400] 
  3635730796500   2    L1Cache   L0_Invalidate_Own  S_IL0>S_IL0  [0x235548400, line 0x235548400] 
  3635730796775   1        Seq               Begin       >       [0x23559ad90, line 0x23559ad80] LD
3635730797000: system.ruby.l2_cntrl3: MOESI_NINE_three_level-L2cache-SF.sm:1640: ILS
3635730797000: system.ruby.l2_cntrl3: MOESI_NINE_three_level-L2cache-SF.sm:1646: 0x2355b26c0
  3635730797000   3    L2Cache             L1_GETS    ILS>IFLS   [0x2355b26c0, line 0x2355b26c0] 
  3635730797160   3        Seq                Done       >       [0x1522a98, line 0x1522a80] 2 cycles
  3635730797160   3    L0Cache              Ifetch      S>S      [0x1522a80, line 0x1522a80] 
  3635730797160   5        Seq                Done       >       [0x111dbc0, line 0x111dbc0] 2 cycles
  3635730797160   5    L0Cache              Ifetch      S>S      [0x111dbc0, line 0x111dbc0] 
  3635730797160   4        Seq                Done       >       [0x111db30, line 0x111db00] 2 cycles
  3635730797160   4    L0Cache              Ifetch      S>S      [0x111db00, line 0x111db00] 
  3635730797160   6        Seq                Done       >       [0x111dbb0, line 0x111db80] 2 cycles
  3635730797160   6    L0Cache              Ifetch      S>S      [0x111db80, line 0x111db80] 
  3635730797545   3        Seq               Begin       >       [0x237ed4cd0, line 0x237ed4cc0] LD
  3635730797545   5        Seq               Begin       >       [0x111dbe0, line 0x111dbc0] IFETCH
  3635730797545   4        Seq               Begin       >       [0x111db38, line 0x111db00] IFETCH
  3635730797545   6        Seq               Begin       >       [0x111dbb0, line 0x111db80] IFETCH
  3635730797545   1        Seq                Done       >       [0x23559ad90, line 0x23559ad80] 2 cycles
  3635730797545   1    L0Cache                Load      M>M      [0x23559ad80, line 0x23559ad80] 
  3635730797930   1        Seq               Begin       >       [0x111e018, line 0x111e000] IFETCH
  3635730798315   6        Seq                Done       >       [0x111dbb0, line 0x111db80] 2 cycles
  3635730798315   6    L0Cache              Ifetch      S>S      [0x111db80, line 0x111db80] 
  3635730798315   4        Seq                Done       >       [0x111db38, line 0x111db00] 2 cycles
  3635730798315   4    L0Cache              Ifetch      S>S      [0x111db00, line 0x111db00] 
  3635730798315   5        Seq                Done       >       [0x111dbe0, line 0x111dbc0] 2 cycles
  3635730798315   5    L0Cache              Ifetch      S>S      [0x111dbc0, line 0x111dbc0] 
  3635730798315   3        Seq                Done       >       [0x237ed4cd0, line 0x237ed4cc0] 2 cycles
  3635730798315   3    L0Cache                Load      M>M      [0x237ed4cc0, line 0x237ed4cc0] 
  3635730798315   7    L0Cache         Use_Timeout    M_W>M      [0x235567980, line 0x235567980] 
  3635730798700   6        Seq               Begin       >       [0x111dbb0, line 0x111db80] IFETCH
  3635730798700   4        Seq               Begin       >       [0x111db38, line 0x111db00] IFETCH
  3635730798700   5        Seq               Begin       >       [0x111dbe0, line 0x111dbc0] IFETCH
  3635730798700   3        Seq               Begin       >       [0x1522aa0, line 0x1522a80] IFETCH
  3635730798700   1        Seq                Done       >       [0x111e018, line 0x111e000] 2 cycles
  3635730798700   1    L0Cache              Ifetch      S>S      [0x111e000, line 0x111e000] 
  3635730798700   2    L0Cache              InvOwn      I>I      [0x235548400, line 0x235548400] 
  3635730799085   1        Seq               Begin       >       [0x23559ad98, line 0x23559ad80] LD
  3635730799470   3        Seq                Done       >       [0x1522aa0, line 0x1522a80] 2 cycles
  3635730799470   3    L0Cache              Ifetch      S>S      [0x1522a80, line 0x1522a80] 
  3635730799470   5        Seq                Done       >       [0x111dbe0, line 0x111dbc0] 2 cycles
  3635730799470   5    L0Cache              Ifetch      S>S      [0x111dbc0, line 0x111dbc0] 
  3635730799470   4        Seq                Done       >       [0x111db38, line 0x111db00] 2 cycles
  3635730799470   4    L0Cache              Ifetch      S>S      [0x111db00, line 0x111db00] 
  3635730799470   6        Seq                Done       >       [0x111dbb0, line 0x111db80] 2 cycles
  3635730799470   6    L0Cache              Ifetch      S>S      [0x111db80, line 0x111db80] 
  3635730799855   3        Seq               Begin       >       [0x1522aa0, line 0x1522a80] IFETCH
  3635730799855   5        Seq               Begin       >       [0x111dbe0, line 0x111dbc0] IFETCH
  3635730799855   4        Seq               Begin       >       [0x235612e00, line 0x235612e00] LD
  3635730799855   6        Seq               Begin       >       [0x111dbb8, line 0x111db80] IFETCH
  3635730799855   1        Seq                Done       >       [0x23559ad98, line 0x23559ad80] 2 cycles
  3635730799855   1    L0Cache                Load      M>M      [0x23559ad80, line 0x23559ad80] 
  3635730800240   1        Seq               Begin       >       [0x111e018, line 0x111e000] IFETCH
  3635730800500   2    L1Cache              L0_Ack  S_IL0>SS     [0x235548400, line 0x235548400] 
  3635730800500   2    L1Cache      L1_Replacement     SS>SI     [0x235548400, line 0x235548400] 
  3635730800500   2    L1Cache               Store      I>IM     [0x237ea8400, line 0x237ea8400] 
  3635730800625   6        Seq                Done       >       [0x111dbb8, line 0x111db80] 2 cycles
  3635730800625   6    L0Cache              Ifetch      S>S      [0x111db80, line 0x111db80] 
  3635730800625   4        Seq                Done       >       [0x235612e00, line 0x235612e00] 2 cycles
  3635730800625   4    L0Cache                Load      M>M      [0x235612e00, line 0x235612e00] 
  3635730800625   5        Seq                Done       >       [0x111dbe0, line 0x111dbc0] 2 cycles
  3635730800625   5    L0Cache              Ifetch      S>S      [0x111dbc0, line 0x111dbc0] 
  3635730800625   3        Seq                Done       >       [0x1522aa0, line 0x1522a80] 2 cycles
  3635730800625   3    L0Cache              Ifetch      S>S      [0x1522a80, line 0x1522a80] 
  3635730801010   6        Seq               Begin       >       [0x2382f2248, line 0x2382f2240] LD
  3635730801010   4        Seq               Begin       >       [0x111db38, line 0x111db00] IFETCH
  3635730801010   5        Seq               Begin       >       [0x111dbe8, line 0x111dbc0] IFETCH
  3635730801010   3        Seq               Begin       >       [0x1522ab0, line 0x1522a80] IFETCH
  3635730801010   1        Seq                Done       >       [0x111e018, line 0x111e000] 2 cycles
  3635730801010   1    L0Cache              Ifetch      S>S      [0x111e000, line 0x111e000] 
  3635730801395   1        Seq               Begin       >       [0x23559ada0, line 0x23559ad80] LD
  3635730801780   3        Seq                Done       >       [0x1522ab0, line 0x1522a80] 2 cycles
  3635730801780   3    L0Cache              Ifetch      S>S      [0x1522a80, line 0x1522a80] 
  3635730801780   5        Seq                Done       >       [0x111dbe8, line 0x111dbc0] 2 cycles
  3635730801780   5    L0Cache              Ifetch      S>S      [0x111dbc0, line 0x111dbc0] 
  3635730801780   4        Seq                Done       >       [0x111db38, line 0x111db00] 2 cycles
  3635730801780   4    L0Cache              Ifetch      S>S      [0x111db00, line 0x111db00] 
  3635730801780   6        Seq                Done       >       [0x2382f2248, line 0x2382f2240] 2 cycles
  3635730801780   6    L0Cache                Load      S>S      [0x2382f2240, line 0x2382f2240] 
  3635730802000   1    L1Cache  L0_Invalidate_Else      S>S_IL0  [0x2355b26c0, line 0x2355b26c0] 
  3635730802000   1    L1Cache  L0_Invalidate_Else  S_IL0>S_IL0  [0x2355b26c0, line 0x2355b26c0] 
  3635730802165   3        Seq               Begin       >       [0x23568ad58, line 0x23568ad40] ST
