      0: system.pc.south_bridge.cmos.rtc: Real-time clock set to Sun Jan  1 00:00:00 2012
  3635730273560   6    L0Cache              Ifetch      S>S      [0x111da80, line 0x111da80] 
  3635730273945   5        Seq               Begin       >       [0x111d490, line 0x111d480] IFETCH
  3635730273945   4        Seq               Begin       >       [0x111da28, line 0x111da00] IFETCH
  3635730273945   6        Seq               Begin       >       [0x111da98, line 0x111da80] IFETCH
  3635730273945   1        Seq                Done       >       [0x1522ab0, line 0x1522a80] 2 cycles
  3635730273945   1    L0Cache              Ifetch      S>S      [0x1522a80, line 0x1522a80] 
  3635730274330   1        Seq               Begin       >       [0x23559ace0, line 0x23559acc0] LD
  3635730274330   3        Seq                Done       >       [0x112cb60, line 0x112cb40] 2 cycles
  3635730274330   3    L0Cache              Ifetch      S>S      [0x112cb40, line 0x112cb40] 
  3635730274715   3        Seq               Begin       >       [0x2356b0358, line 0x2356b0340] LD
  3635730274715   6        Seq                Done       >       [0x111da98, line 0x111da80] 2 cycles
  3635730274715   6    L0Cache              Ifetch      S>S      [0x111da80, line 0x111da80] 
  3635730274715   4        Seq                Done       >       [0x111da28, line 0x111da00] 2 cycles
  3635730274715   4    L0Cache              Ifetch      S>S      [0x111da00, line 0x111da00] 
  3635730274715   5        Seq                Done       >       [0x111d490, line 0x111d480] 2 cycles
  3635730274715   5    L0Cache              Ifetch      S>S      [0x111d480, line 0x111d480] 
  3635730274715   2        Seq                Done       >       [0x2354cb83a, line 0x2354cb800] 13 cycles
  3635730274715   2    L0Cache                Data     IS>S      [0x2354cb800, line 0x2354cb800] 
  3635730275100   6        Seq               Begin       >       [0x2356fbd10, line 0x2356fbd00] LD
  3635730275100   4        Seq               Begin       >       [0x111da30, line 0x111da00] IFETCH
  3635730275100   5        Seq               Begin       >       [0x111d498, line 0x111d480] IFETCH
  3635730275100   2        Seq               Begin       >       [0x111d1c0, line 0x111d1c0] IFETCH
  3635730275100   1        Seq                Done       >       [0x23559ace0, line 0x23559acc0] 2 cycles
  3635730275100   1    L0Cache                Load      M>M      [0x23559acc0, line 0x23559acc0] 
  3635730275485   1        Seq               Begin       >       [0x1522ab8, line 0x1522a80] IFETCH
  3635730275485   3        Seq                Done       >       [0x2356b0358, line 0x2356b0340] 2 cycles
  3635730275485   3    L0Cache                Load      S>S      [0x2356b0340, line 0x2356b0340] 
3635730275500: system.ruby.l2_cntrl7: MOESI_NINE_three_level-L2cache-SF.sm:1640: OLSX
3635730275500: system.ruby.l2_cntrl7: MOESI_NINE_three_level-L2cache-SF.sm:1644: OLSX
3635730275500: system.ruby.l2_cntrl7: MOESI_NINE_three_level-L2cache-SF.sm:1646: 0x23561f1c0
  3635730275500   7    L2Cache             L1_GETX   OLSX>IFLOXGETX [0x23561f1c0, line 0x23561f1c0] 
  3635730275870   3        Seq               Begin       >       [0x112cb60, line 0x112cb40] IFETCH
  3635730275870   2        Seq                Done       >       [0x111d1c0, line 0x111d1c0] 2 cycles
  3635730275870   2    L0Cache              Ifetch      S>S      [0x111d1c0, line 0x111d1c0] 
  3635730275870   5        Seq                Done       >       [0x111d498, line 0x111d480] 2 cycles
  3635730275870   5    L0Cache              Ifetch      S>S      [0x111d480, line 0x111d480] 
  3635730275870   4        Seq                Done       >       [0x111da30, line 0x111da00] 2 cycles
  3635730275870   4    L0Cache              Ifetch      S>S      [0x111da00, line 0x111da00] 
  3635730275870   6        Seq                Done       >       [0x2356fbd10, line 0x2356fbd00] 2 cycles
  3635730275870   6    L0Cache                Load      M>M      [0x2356fbd00, line 0x2356fbd00] 
  3635730276255   2        Seq               Begin       >       [0x111d1c0, line 0x111d1c0] IFETCH
  3635730276255   5        Seq               Begin       >       [0x23fff8000, line 0x23fff8000] LD
  3635730276255   4        Seq               Begin       >       [0x235612d00, line 0x235612d00] LD
  3635730276255   6        Seq               Begin       >       [0x111da98, line 0x111da80] IFETCH
  3635730276255   1        Seq                Done       >       [0x1522ab8, line 0x1522a80] 2 cycles
  3635730276255   1    L0Cache              Ifetch      S>S      [0x1522a80, line 0x1522a80] 
  3635730276640   1        Seq               Begin       >       [0x23559ace8, line 0x23559acc0] LD
  3635730276640   3        Seq                Done       >       [0x112cb60, line 0x112cb40] 2 cycles
  3635730276640   3    L0Cache              Ifetch      S>S      [0x112cb40, line 0x112cb40] 
  3635730277025   3        Seq               Begin       >       [0x112cb68, line 0x112cb40] IFETCH
  3635730277025   6        Seq                Done       >       [0x111da98, line 0x111da80] 2 cycles
  3635730277025   6    L0Cache              Ifetch      S>S      [0x111da80, line 0x111da80] 
  3635730277025   4        Seq                Done       >       [0x235612d00, line 0x235612d00] 2 cycles
  3635730277025   4    L0Cache                Load      M>M      [0x235612d00, line 0x235612d00] 
  3635730277025   5        Seq                Done       >       [0x23fff8000, line 0x23fff8000] 2 cycles
  3635730277025   5    L0Cache                Load      S>S      [0x23fff8000, line 0x23fff8000] 
  3635730277025   2        Seq                Done       >       [0x111d1c0, line 0x111d1c0] 2 cycles
  3635730277025   2    L0Cache              Ifetch      S>S      [0x111d1c0, line 0x111d1c0] 
  3635730277410   6        Seq               Begin       >       [0x2354f2710, line 0x2354f2700] LD
  3635730277410   4        Seq               Begin       >       [0x111da30, line 0x111da00] IFETCH
  3635730277410   5        Seq               Begin       >       [0x111d498, line 0x111d480] IFETCH
  3635730277410   2        Seq               Begin       >       [0x111d1c8, line 0x111d1c0] IFETCH
  3635730277410   1        Seq                Done       >       [0x23559ace8, line 0x23559acc0] 2 cycles
  3635730277410   1    L0Cache                Load      M>M      [0x23559acc0, line 0x23559acc0] 
  3635730277795   1        Seq               Begin       >       [0x111ded8, line 0x111dec0] IFETCH
  3635730277795   3        Seq                Done       >       [0x112cb68, line 0x112cb40] 2 cycles
  3635730277795   3    L0Cache              Ifetch      S>S      [0x112cb40, line 0x112cb40] 
  3635730278180   3        Seq               Begin       >       [0x112cb70, line 0x112cb40] IFETCH
  3635730278180   2        Seq                Done       >       [0x111d1c8, line 0x111d1c0] 2 cycles
  3635730278180   2    L0Cache              Ifetch      S>S      [0x111d1c0, line 0x111d1c0] 
  3635730278180   5        Seq                Done       >       [0x111d498, line 0x111d480] 2 cycles
  3635730278180   5    L0Cache              Ifetch      S>S      [0x111d480, line 0x111d480] 
  3635730278180   4        Seq                Done       >       [0x111da30, line 0x111da00] 2 cycles
  3635730278180   4    L0Cache              Ifetch      S>S      [0x111da00, line 0x111da00] 
  3635730278180   6        Seq                Done       >       [0x2354f2710, line 0x2354f2700] 2 cycles
  3635730278180   6    L0Cache                Load      E>E      [0x2354f2700, line 0x2354f2700] 
  3635730278565   2        Seq               Begin       >       [0x111d1c8, line 0x111d1c0] IFETCH
  3635730278565   5        Seq               Begin       >       [0x111d498, line 0x111d480] IFETCH
  3635730278565   4        Seq               Begin       >       [0x111da38, line 0x111da00] IFETCH
  3635730278565   6        Seq               Begin       >       [0x111da98, line 0x111da80] IFETCH
  3635730278565   1        Seq                Done       >       [0x111ded8, line 0x111dec0] 2 cycles
  3635730278565   1    L0Cache              Ifetch      S>S      [0x111dec0, line 0x111dec0] 
  3635730278950   1        Seq               Begin       >       [0x111dee0, line 0x111dec0] IFETCH
  3635730278950   3        Seq                Done       >       [0x112cb70, line 0x112cb40] 2 cycles
  3635730278950   3    L0Cache              Ifetch      S>S      [0x112cb40, line 0x112cb40] 
  3635730279335   3        Seq               Begin       >       [0x112cb70, line 0x112cb40] IFETCH
  3635730279335   6        Seq                Done       >       [0x111da98, line 0x111da80] 2 cycles
  3635730279335   6    L0Cache              Ifetch      S>S      [0x111da80, line 0x111da80] 
  3635730279335   4        Seq                Done       >       [0x111da38, line 0x111da00] 2 cycles
  3635730279335   4    L0Cache              Ifetch      S>S      [0x111da00, line 0x111da00] 
  3635730279335   5        Seq                Done       >       [0x111d498, line 0x111d480] 2 cycles
  3635730279335   5    L0Cache              Ifetch      S>S      [0x111d480, line 0x111d480] 
  3635730279335   2        Seq                Done       >       [0x111d1c8, line 0x111d1c0] 2 cycles
  3635730279335   2    L0Cache              Ifetch      S>S      [0x111d1c0, line 0x111d1c0] 
  3635730279500   7    L1Cache      Data_Exclusive     SM>OM     [0x23561f1c0, line 0x23561f1c0] 
  3635730279720   6        Seq               Begin       >       [0x111daa0, line 0x111da80] IFETCH
  3635730279720   4        Seq               Begin       >       [0x111da38, line 0x111da00] IFETCH
  3635730279720   5        Seq               Begin       >       [0x111d4a0, line 0x111d480] IFETCH
  3635730279720   2        Seq               Begin       >       [0x235524da8, line 0x235524d80] ST
  3635730279720   1        Seq                Done       >       [0x111dee0, line 0x111dec0] 2 cycles
  3635730279720   1    L0Cache              Ifetch      S>S      [0x111dec0, line 0x111dec0] 
  3635730280105   1        Seq               Begin       >       [0x23559acf0, line 0x23559acc0] LD
  3635730280105   3        Seq                Done       >       [0x112cb70, line 0x112cb40] 2 cycles
  3635730280105   3    L0Cache              Ifetch      S>S      [0x112cb40, line 0x112cb40] 
  3635730280490   3        Seq               Begin       >       [0x2356b0358, line 0x2356b0340] LD
  3635730280490   2        Seq                Done       >       [0x235524da8, line 0x235524d80] 2 cycles
  3635730280490   2    L0Cache               Store      M>M      [0x235524d80, line 0x235524d80] 
  3635730280490   5        Seq                Done       >       [0x111d4a0, line 0x111d480] 2 cycles
  3635730280490   5    L0Cache              Ifetch      S>S      [0x111d480, line 0x111d480] 
  3635730280490   4        Seq                Done       >       [0x111da38, line 0x111da00] 2 cycles
  3635730280490   4    L0Cache              Ifetch      S>S      [0x111da00, line 0x111da00] 
  3635730280490   6        Seq                Done       >       [0x111daa0, line 0x111da80] 2 cycles
  3635730280490   6    L0Cache              Ifetch      S>S      [0x111da80, line 0x111da80] 
  3635730280875   2        Seq               Begin       >       [0x111d1c8, line 0x111d1c0] IFETCH
  3635730280875   5        Seq               Begin       >       [0x111d4a0, line 0x111d480] IFETCH
  3635730280875   4        Seq               Begin       >       [0x111da40, line 0x111da40] IFETCH
  3635730280875   6        Seq               Begin       >       [0x111daa0, line 0x111da80] IFETCH
  3635730280875   1        Seq                Done       >       [0x23559acf0, line 0x23559acc0] 2 cycles
  3635730280875   1    L0Cache                Load      M>M      [0x23559acc0, line 0x23559acc0] 
  3635730281260   1        Seq               Begin       >       [0x111dee0, line 0x111dec0] IFETCH
  3635730281260   3        Seq                Done       >       [0x2356b0358, line 0x2356b0340] 2 cycles
  3635730281260   3    L0Cache                Load      S>S      [0x2356b0340, line 0x2356b0340] 
  3635730281500   3    L1Cache                 Inv     SS>I      [0x23561f1c0, line 0x23561f1c0] 
  3635730281645   3        Seq               Begin       >       [0x112cb70, line 0x112cb40] IFETCH
  3635730281645   6        Seq                Done       >       [0x111daa0, line 0x111da80] 2 cycles
  3635730281645   6    L0Cache              Ifetch      S>S      [0x111da80, line 0x111da80] 
  3635730281645   4        Seq                Done       >       [0x111da40, line 0x111da40] 2 cycles
  3635730281645   4    L0Cache              Ifetch      S>S      [0x111da40, line 0x111da40] 
  3635730281645   5        Seq                Done       >       [0x111d4a0, line 0x111d480] 2 cycles
  3635730281645   5    L0Cache              Ifetch      S>S      [0x111d480, line 0x111d480] 
  3635730281645   2        Seq                Done       >       [0x111d1c8, line 0x111d1c0] 2 cycles
  3635730281645   2    L0Cache              Ifetch      S>S      [0x111d1c0, line 0x111d1c0] 
  3635730282030   6        Seq               Begin       >       [0x111daa8, line 0x111da80] IFETCH
  3635730282030   4        Seq               Begin       >       [0x2355e05f8, line 0x2355e05c0] LD
  3635730282030   5        Seq               Begin       >       [0x111d4a0, line 0x111d480] IFETCH
  3635730282030   2        Seq               Begin       >       [0x111d1d0, line 0x111d1c0] IFETCH
  3635730282030   1        Seq                Done       >       [0x111dee0, line 0x111dec0] 2 cycles
  3635730282030   1    L0Cache              Ifetch      S>S      [0x111dec0, line 0x111dec0] 
  3635730282415   1        Seq               Begin       >       [0x111dee0, line 0x111dec0] IFETCH
  3635730282415   3        Seq                Done       >       [0x112cb70, line 0x112cb40] 2 cycles
  3635730282415   3    L0Cache              Ifetch      S>S      [0x112cb40, line 0x112cb40] 
  3635730282800   3        Seq               Begin       >       [0x112cb78, line 0x112cb40] IFETCH
  3635730282800   2        Seq                Done       >       [0x111d1d0, line 0x111d1c0] 2 cycles
  3635730282800   2    L0Cache              Ifetch      S>S      [0x111d1c0, line 0x111d1c0] 
  3635730282800   5        Seq                Done       >       [0x111d4a0, line 0x111d480] 2 cycles
  3635730282800   5    L0Cache              Ifetch      S>S      [0x111d480, line 0x111d480] 
  3635730282800   4        Seq                Done       >       [0x2355e05f8, line 0x2355e05c0] 2 cycles
  3635730282800   4    L0Cache                Load      E>E      [0x2355e05c0, line 0x2355e05c0] 
  3635730282800   6        Seq                Done       >       [0x111daa8, line 0x111da80] 2 cycles
  3635730282800   6    L0Cache              Ifetch      S>S      [0x111da80, line 0x111da80] 
  3635730283185   2        Seq               Begin       >       [0x2354cb7f8, line 0x2354cb7c0] LD
  3635730283185   5        Seq               Begin       >       [0x111d4a8, line 0x111d480] IFETCH
  3635730283185   4        Seq               Begin       >       [0x111da40, line 0x111da40] IFETCH
  3635730283185   6        Seq               Begin       >       [0x111dd90, line 0x111dd80] IFETCH
  3635730283185   1        Seq                Done       >       [0x111dee0, line 0x111dec0] 2 cycles
  3635730283185   1    L0Cache              Ifetch      S>S      [0x111dec0, line 0x111dec0] 
  3635730283570   1        Seq               Begin       >       [0x111dee8, line 0x111dec0] IFETCH
  3635730283570   3        Seq                Done       >       [0x112cb78, line 0x112cb40] 2 cycles
  3635730283570   3    L0Cache              Ifetch      S>S      [0x112cb40, line 0x112cb40] 
  3635730283955   3        Seq               Begin       >       [0x112cb78, line 0x112cb40] IFETCH
  3635730283955   6        Seq                Done       >       [0x111dd90, line 0x111dd80] 2 cycles
  3635730283955   6    L0Cache              Ifetch      S>S      [0x111dd80, line 0x111dd80] 
  3635730283955   4        Seq                Done       >       [0x111da40, line 0x111da40] 2 cycles
  3635730283955   4    L0Cache              Ifetch      S>S      [0x111da40, line 0x111da40] 
  3635730283955   5        Seq                Done       >       [0x111d4a8, line 0x111d480] 2 cycles
  3635730283955   5    L0Cache              Ifetch      S>S      [0x111d480, line 0x111d480] 
  3635730283955   2        Seq                Done       >       [0x2354cb7f8, line 0x2354cb7c0] 2 cycles
  3635730283955   2    L0Cache                Load      S>S      [0x2354cb7c0, line 0x2354cb7c0] 
  3635730284340   6        Seq               Begin       >       [0x2356fbd10, line 0x2356fbd00] ST
  3635730284340   4        Seq               Begin       >       [0x111da40, line 0x111da40] IFETCH
  3635730284340   5        Seq               Begin       >       [0x111d4a8, line 0x111d480] IFETCH
  3635730284340   2        Seq               Begin       >       [0x111d1d0, line 0x111d1c0] IFETCH
  3635730284340   1        Seq                Done       >       [0x111dee8, line 0x111dec0] 2 cycles
  3635730284340   1    L0Cache              Ifetch      S>S      [0x111dec0, line 0x111dec0] 
  3635730284725   1        Seq               Begin       >       [0x23559acf8, line 0x23559acc0] LD
  3635730284725   3        Seq                Done       >       [0x112cb78, line 0x112cb40] 2 cycles
  3635730284725   3    L0Cache              Ifetch      S>S      [0x112cb40, line 0x112cb40] 
  3635730285110   3        Seq               Begin       >       [0x112cb80, line 0x112cb80] IFETCH
  3635730285110   2        Seq                Done       >       [0x111d1d0, line 0x111d1c0] 2 cycles
  3635730285110   2    L0Cache              Ifetch      S>S      [0x111d1c0, line 0x111d1c0] 
  3635730285110   5        Seq                Done       >       [0x111d4a8, line 0x111d480] 2 cycles
  3635730285110   5    L0Cache              Ifetch      S>S      [0x111d480, line 0x111d480] 
  3635730285110   4        Seq                Done       >       [0x111da40, line 0x111da40] 2 cycles
  3635730285110   4    L0Cache              Ifetch      S>S      [0x111da40, line 0x111da40] 
  3635730285110   6        Seq                Done       >       [0x2356fbd10, line 0x2356fbd00] 2 cycles
  3635730285110   6    L0Cache               Store      M>M      [0x2356fbd00, line 0x2356fbd00] 
  3635730285495   2        Seq               Begin       >       [0x235524da0, line 0x235524d80] ST
  3635730285495   5        Seq               Begin       >       [0x111d4b0, line 0x111d480] IFETCH
  3635730285495   4        Seq               Begin       >       [0x111da48, line 0x111da40] IFETCH
  3635730285495   6        Seq               Begin       >       [0x2356fbd10, line 0x2356fbd00] ST
  3635730285495   1        Seq                Done       >       [0x23559acf8, line 0x23559acc0] 2 cycles
  3635730285495   1    L0Cache                Load      M>M      [0x23559acc0, line 0x23559acc0] 
  3635730285880   1        Seq               Begin       >       [0x111dee8, line 0x111dec0] IFETCH
  3635730285880   3        Seq                Done       >       [0x112cb80, line 0x112cb80] 2 cycles
  3635730285880   3    L0Cache              Ifetch      S>S      [0x112cb80, line 0x112cb80] 
  3635730286265   3        Seq               Begin       >       [0x112cb80, line 0x112cb80] IFETCH
  3635730286265   6        Seq                Done       >       [0x2356fbd10, line 0x2356fbd00] 2 cycles
  3635730286265   6    L0Cache               Store      M>M      [0x2356fbd00, line 0x2356fbd00] 
  3635730286265   4        Seq                Done       >       [0x111da48, line 0x111da40] 2 cycles
  3635730286265   4    L0Cache              Ifetch      S>S      [0x111da40, line 0x111da40] 
  3635730286265   5        Seq                Done       >       [0x111d4b0, line 0x111d480] 2 cycles
  3635730286265   5    L0Cache              Ifetch      S>S      [0x111d480, line 0x111d480] 
  3635730286265   2        Seq                Done       >       [0x235524da0, line 0x235524d80] 2 cycles
  3635730286265   2    L0Cache               Store      M>M      [0x235524d80, line 0x235524d80] 
  3635730286650   6        Seq               Begin       >       [0x111dd98, line 0x111dd80] IFETCH
  3635730286650   4        Seq               Begin       >       [0x111da48, line 0x111da40] IFETCH
  3635730286650   5        Seq               Begin       >       [0x111d4b0, line 0x111d480] IFETCH
  3635730286650   2        Seq               Begin       >       [0x112ca88, line 0x112ca80] IFETCH
  3635730286650   1        Seq                Done       >       [0x111dee8, line 0x111dec0] 2 cycles
  3635730286650   1    L0Cache              Ifetch      S>S      [0x111dec0, line 0x111dec0] 
  3635730287035   1        Seq               Begin       >       [0x111dee8, line 0x111dec0] IFETCH
  3635730287035   3        Seq                Done       >       [0x112cb80, line 0x112cb80] 2 cycles
  3635730287035   3    L0Cache              Ifetch      S>S      [0x112cb80, line 0x112cb80] 
  3635730287420   3        Seq               Begin       >       [0x112cbc8, line 0x112cbc0] IFETCH
  3635730287420   2        Seq                Done       >       [0x112ca88, line 0x112ca80] 2 cycles
  3635730287420   2    L0Cache              Ifetch      S>S      [0x112ca80, line 0x112ca80] 
  3635730287420   5        Seq                Done       >       [0x111d4b0, line 0x111d480] 2 cycles
  3635730287420   5    L0Cache              Ifetch      S>S      [0x111d480, line 0x111d480] 
  3635730287420   4        Seq                Done       >       [0x111da48, line 0x111da40] 2 cycles
  3635730287420   4    L0Cache              Ifetch      S>S      [0x111da40, line 0x111da40] 
  3635730287420   6        Seq                Done       >       [0x111dd98, line 0x111dd80] 2 cycles
  3635730287420   6    L0Cache              Ifetch      S>S      [0x111dd80, line 0x111dd80] 
  3635730287500   7    L1Cache                 Ack     OM>OM     [0x23561f1c0, line 0x23561f1c0] 
  3635730287805   2        Seq               Begin       >       [0x235524d98, line 0x235524d80] ST
  3635730287805   5        Seq               Begin       >       [0x23fff7460, line 0x23fff7440] LD
  3635730287805   4        Seq               Begin       >       [0x111da50, line 0x111da40] IFETCH
  3635730287805   6        Seq               Begin       >       [0x111dd98, line 0x111dd80] IFETCH
  3635730287805   1        Seq                Done       >       [0x111dee8, line 0x111dec0] 2 cycles
  3635730287805   1    L0Cache              Ifetch      S>S      [0x111dec0, line 0x111dec0] 
  3635730288000   7    L1Cache            All_acks     OM>M      [0x23561f1c0, line 0x23561f1c0] 
  3635730288190   1        Seq               Begin       >       [0x111def0, line 0x111dec0] IFETCH
  3635730288190   3        Seq                Done       >       [0x112cbc8, line 0x112cbc0] 2 cycles
  3635730288190   3    L0Cache              Ifetch      S>S      [0x112cbc0, line 0x112cbc0] 
  3635730288575   3        Seq               Begin       >       [0x23568ad70, line 0x23568ad40] LD
  3635730288575   6        Seq                Done       >       [0x111dd98, line 0x111dd80] 2 cycles
  3635730288575   6    L0Cache              Ifetch      S>S      [0x111dd80, line 0x111dd80] 
  3635730288575   4        Seq                Done       >       [0x111da50, line 0x111da40] 2 cycles
  3635730288575   4    L0Cache              Ifetch      S>S      [0x111da40, line 0x111da40] 
  3635730288575   5        Seq                Done       >       [0x23fff7460, line 0x23fff7440] 2 cycles
  3635730288575   5    L0Cache                Load      S>S      [0x23fff7440, line 0x23fff7440] 
  3635730288575   2        Seq                Done       >       [0x235524d98, line 0x235524d80] 2 cycles
  3635730288575   2    L0Cache               Store      M>M      [0x235524d80, line 0x235524d80] 
  3635730288960   6        Seq               Begin       >       [0x111dda0, line 0x111dd80] IFETCH
  3635730288960   4        Seq               Begin       >       [0x235612d68, line 0x235612d40] LD
  3635730288960   5        Seq               Begin       >       [0x111d4b0, line 0x111d480] IFETCH
  3635730288960   2        Seq               Begin       >       [0x112ca88, line 0x112ca80] IFETCH
  3635730288960   1        Seq                Done       >       [0x111def0, line 0x111dec0] 2 cycles
  3635730288960   1    L0Cache              Ifetch      S>S      [0x111dec0, line 0x111dec0] 
  3635730289345   1        Seq               Begin       >       [0x111def0, line 0x111dec0] IFETCH
  3635730289345   3        Seq                Done       >       [0x23568ad70, line 0x23568ad40] 2 cycles
  3635730289345   3    L0Cache                Load      M>M      [0x23568ad40, line 0x23568ad40] 
  3635730289730   3        Seq               Begin       >       [0x112cbc8, line 0x112cbc0] IFETCH
  3635730289730   2        Seq                Done       >       [0x112ca88, line 0x112ca80] 2 cycles
  3635730289730   2    L0Cache              Ifetch      S>S      [0x112ca80, line 0x112ca80] 
  3635730289730   5        Seq                Done       >       [0x111d4b0, line 0x111d480] 2 cycles
  3635730289730   5    L0Cache              Ifetch      S>S      [0x111d480, line 0x111d480] 
  3635730289730   4        Seq                Done       >       [0x235612d68, line 0x235612d40] 2 cycles
  3635730289730   4    L0Cache                Load      M>M      [0x235612d40, line 0x235612d40] 
  3635730289730   6        Seq                Done       >       [0x111dda0, line 0x111dd80] 2 cycles
  3635730289730   6    L0Cache              Ifetch      S>S      [0x111dd80, line 0x111dd80] 
  3635730290115   2        Seq               Begin       >       [0x235524d90, line 0x235524d80] ST
  3635730290115   5        Seq               Begin       >       [0x111d4b8, line 0x111d480] IFETCH
  3635730290115   4        Seq               Begin       >       [0x111da50, line 0x111da40] IFETCH
  3635730290115   6        Seq               Begin       >       [0x2356fbcf0, line 0x2356fbcc0] LD
  3635730290115   1        Seq                Done       >       [0x111def0, line 0x111dec0] 2 cycles
  3635730290115   1    L0Cache              Ifetch      S>S      [0x111dec0, line 0x111dec0] 
  3635730290115   7        Seq                Done       >       [0x23561f1e0, line 0x23561f1c0] 55 cycles
  3635730290115   7    L0Cache      Exclusive_Data     SM>M_W    [0x23561f1c0, line 0x23561f1c0] 
  3635730290500   1        Seq               Begin       >       [0x111def8, line 0x111dec0] IFETCH
  3635730290500   7        Seq               Begin       >       [0x11186c0, line 0x11186c0] IFETCH
  3635730290500   3        Seq                Done       >       [0x112cbc8, line 0x112cbc0] 2 cycles
  3635730290500   3    L0Cache              Ifetch      S>S      [0x112cbc0, line 0x112cbc0] 
  3635730290885   3        Seq               Begin       >       [0x23568ad78, line 0x23568ad40] LD
  3635730290885   6        Seq                Done       >       [0x2356fbcf0, line 0x2356fbcc0] 2 cycles
  3635730290885   6    L0Cache                Load      M>M      [0x2356fbcc0, line 0x2356fbcc0] 
  3635730290885   4        Seq                Done       >       [0x111da50, line 0x111da40] 2 cycles
  3635730290885   4    L0Cache              Ifetch      S>S      [0x111da40, line 0x111da40] 
  3635730290885   5        Seq                Done       >       [0x111d4b8, line 0x111d480] 2 cycles
  3635730290885   5    L0Cache              Ifetch      S>S      [0x111d480, line 0x111d480] 
  3635730290885   2        Seq                Done       >       [0x235524d90, line 0x235524d80] 2 cycles
  3635730290885   2    L0Cache               Store      M>M      [0x235524d80, line 0x235524d80] 
  3635730291270   6        Seq               Begin       >       [0x111dda0, line 0x111dd80] IFETCH
  3635730291270   4        Seq               Begin       >       [0x235612d60, line 0x235612d40] LD
  3635730291270   5        Seq               Begin       >       [0x111d4b8, line 0x111d480] IFETCH
  3635730291270   2        Seq               Begin       >       [0x112ca88, line 0x112ca80] IFETCH
  3635730291270   7        Seq                Done       >       [0x11186c0, line 0x11186c0] 2 cycles
  3635730291270   7    L0Cache              Ifetch      S>S      [0x11186c0, line 0x11186c0] 
  3635730291270   1        Seq                Done       >       [0x111def8, line 0x111dec0] 2 cycles
  3635730291270   1    L0Cache              Ifetch      S>S      [0x111dec0, line 0x111dec0] 
  3635730291655   7        Seq               Begin       >       [0x11186c8, line 0x11186c0] IFETCH
  3635730291655   1        Seq               Begin       >       [0x23559ad30, line 0x23559ad00] ST
  3635730291655   3        Seq                Done       >       [0x23568ad78, line 0x23568ad40] 2 cycles
  3635730291655   3    L0Cache                Load      M>M      [0x23568ad40, line 0x23568ad40] 
  3635730292000   7    L2Cache   Exclusive_Unblock IFLOXGETX>ILX    [0x23561f1c0, line 0x23561f1c0] 
  3635730292040   3        Seq               Begin       >       [0x112cbc8, line 0x112cbc0] IFETCH
  3635730292040   2        Seq                Done       >       [0x112ca88, line 0x112ca80] 2 cycles
  3635730292040   2    L0Cache              Ifetch      S>S      [0x112ca80, line 0x112ca80] 
  3635730292040   5        Seq                Done       >       [0x111d4b8, line 0x111d480] 2 cycles
  3635730292040   5    L0Cache              Ifetch      S>S      [0x111d480, line 0x111d480] 
  3635730292040   4        Seq                Done       >       [0x235612d60, line 0x235612d40] 2 cycles
  3635730292040   4    L0Cache                Load      M>M      [0x235612d40, line 0x235612d40] 
  3635730292040   6        Seq                Done       >       [0x111dda0, line 0x111dd80] 2 cycles
  3635730292040   6    L0Cache              Ifetch      S>S      [0x111dd80, line 0x111dd80] 
  3635730292425   2        Seq               Begin       >       [0x112ca90, line 0x112ca80] IFETCH
  3635730292425   5        Seq               Begin       >       [0x111d4b8, line 0x111d480] IFETCH
  3635730292425   4        Seq               Begin       >       [0x111da50, line 0x111da40] IFETCH
  3635730292425   6        Seq               Begin       >       [0x111dda8, line 0x111dd80] IFETCH
  3635730292425   1        Seq                Done       >       [0x23559ad30, line 0x23559ad00] 2 cycles
  3635730292425   1    L0Cache               Store      M>M      [0x23559ad00, line 0x23559ad00] 
  3635730292425   7        Seq                Done       >       [0x11186c8, line 0x11186c0] 2 cycles
  3635730292425   7    L0Cache              Ifetch      S>S      [0x11186c0, line 0x11186c0] 
  3635730292810   1        Seq               Begin       >       [0x23559ad30, line 0x23559ad00] ST
  3635730292810   7        Seq               Begin       >       [0x1118750, line 0x1118740] IFETCH
  3635730292810   3        Seq                Done       >       [0x112cbc8, line 0x112cbc0] 2 cycles
  3635730292810   3    L0Cache              Ifetch      S>S      [0x112cbc0, line 0x112cbc0] 
  3635730293195   3        Seq               Begin       >       [0x23568ad80, line 0x23568ad80] LD
  3635730293195   6        Seq                Done       >       [0x111dda8, line 0x111dd80] 2 cycles
  3635730293195   6    L0Cache              Ifetch      S>S      [0x111dd80, line 0x111dd80] 
  3635730293195   4        Seq                Done       >       [0x111da50, line 0x111da40] 2 cycles
  3635730293195   4    L0Cache              Ifetch      S>S      [0x111da40, line 0x111da40] 
  3635730293195   5        Seq                Done       >       [0x111d4b8, line 0x111d480] 2 cycles
  3635730293195   5    L0Cache              Ifetch      S>S      [0x111d480, line 0x111d480] 
  3635730293195   2        Seq                Done       >       [0x112ca90, line 0x112ca80] 2 cycles
  3635730293195   2    L0Cache              Ifetch      S>S      [0x112ca80, line 0x112ca80] 
  3635730293580   6        Seq               Begin       >       [0x111da90, line 0x111da80] IFETCH
  3635730293580   4        Seq               Begin       >       [0x111da58, line 0x111da40] IFETCH
